 # Density of states (DOS)
 # The ouput is normalized to    1.0000000000000000     
 # Energy (eV),   DOS (1/eV)
   5.1564111378480576E-002   4.7897870205669626E-008
   5.1876621144410759E-002   4.7906704708423257E-008
   5.2189130910340949E-002   4.7915543309446150E-008
   5.2501640676271132E-002   4.7924386012043488E-008
   5.2814150442201314E-002   4.7933232819524246E-008
   5.3126660208131504E-002   4.7942083735201262E-008
   5.3439169974061687E-002   4.7950938762391185E-008
   5.3751679739991870E-002   4.7959797904414333E-008
   5.4064189505922060E-002   4.7968661164595004E-008
   5.4376699271852243E-002   4.7977528546261305E-008
   5.4689209037782432E-002   4.7986400052745104E-008
   5.5001718803712615E-002   4.7995275687382184E-008
   5.5314228569642798E-002   4.8004155453512091E-008
   5.5626738335572988E-002   4.8013039354478322E-008
   5.5939248101503171E-002   4.8021927393628153E-008
   5.6251757867433354E-002   4.8030819574312810E-008
   5.6564267633363544E-002   4.8039715899887218E-008
   5.6876777399293726E-002   4.8048616373710280E-008
   5.7189287165223909E-002   4.8057520999144850E-008
   5.7501796931154099E-002   4.8066429779557551E-008
   5.7814306697084282E-002   4.8075342718318954E-008
   5.8126816463014465E-002   4.8084259818803538E-008
   5.8439326228944655E-002   4.8093181084389622E-008
   5.8751835994874838E-002   4.8102106518459480E-008
   5.9064345760805020E-002   4.8111036124399287E-008
   5.9376855526735210E-002   4.8119969905599244E-008
   5.9689365292665393E-002   4.8128907865453221E-008
   6.0001875058595583E-002   4.8137850007359230E-008
   6.0314384824525766E-002   4.8146796334719173E-008
   6.0626894590455949E-002   4.8155746850938930E-008
   6.0939404356386138E-002   4.8164701559428252E-008
   6.1251914122316321E-002   4.8173660463600855E-008
   6.1564423888246504E-002   4.8182623566874442E-008
   6.1876933654176694E-002   4.8191590872670769E-008
   6.2189443420106877E-002   4.8200562384415383E-008
   6.2501953186037060E-002   4.8209538105538047E-008
   6.2814462951967243E-002   4.8218518039472214E-008
   6.3126972717897439E-002   4.8227502189655554E-008
   6.3439482483827622E-002   4.8236490559529663E-008
   6.3751992249757805E-002   4.8245483152540117E-008
   6.4064502015687988E-002   4.8254479972136564E-008
   6.4377011781618171E-002   4.8263481021772609E-008
   6.4689521547548354E-002   4.8272486304905894E-008
   6.5002031313478550E-002   4.8281495824998142E-008
   6.5314541079408733E-002   4.8290509585515063E-008
   6.5627050845338916E-002   4.8299527589926327E-008
   6.5939560611269099E-002   4.8308549841705756E-008
   6.6252070377199282E-002   4.8317576344331202E-008
   6.6564580143129465E-002   4.8326607101284604E-008
   6.6877089909059662E-002   4.8335642116051873E-008
   6.7189599674989844E-002   4.8344681392123091E-008
   6.7502109440920027E-002   4.8353724932992341E-008
   6.7814619206850210E-002   4.8362772742157835E-008
   6.8127128972780393E-002   4.8371824823121864E-008
   6.8439638738710576E-002   4.8380881179390845E-008
   6.8752148504640773E-002   4.8389941814475161E-008
   6.9064658270570956E-002   4.8399006731889463E-008
   6.9377168036501138E-002   4.8408075935152398E-008
   6.9689677802431321E-002   4.8417149427786850E-008
   7.0002187568361504E-002   4.8426227213319751E-008
   7.0314697334291701E-002   4.8435309295282170E-008
   7.0627207100221884E-002   4.8444395677209324E-008
   7.0939716866152067E-002   4.8453486362640586E-008
   7.1252226632082249E-002   4.8462581355119454E-008
   7.1564736398012432E-002   4.8471680658193645E-008
   7.1877246163942615E-002   4.8480784275414907E-008
   7.2189755929872812E-002   4.8489892210339283E-008
   7.2502265695802995E-002   4.8499004466526945E-008
   7.2814775461733178E-002   4.8508121047542261E-008
   7.3127285227663361E-002   4.8517241956953813E-008
   7.3439794993593543E-002   4.8526367198334348E-008
   7.3752304759523726E-002   4.8535496775260726E-008
   7.4064814525453923E-002   4.8544630691314195E-008
   7.4377324291384106E-002   4.8553768950080115E-008
   7.4689834057314289E-002   4.8562911555148058E-008
   7.5002343823244472E-002   4.8572058510111787E-008
   7.5314853589174655E-002   4.8581209818569431E-008
   7.5627363355104851E-002   4.8590365484123257E-008
   7.5939873121035034E-002   4.8599525510379817E-008
   7.6252382886965217E-002   4.8608689900949882E-008
   7.6564892652895400E-002   4.8617858659448515E-008
   7.6877402418825583E-002   4.8627031789495021E-008
   7.7189912184755766E-002   4.8636209294713001E-008
   7.7502421950685962E-002   4.8645391178730409E-008
   7.7814931716616145E-002   4.8654577445179231E-008
   7.8127441482546328E-002   4.8663768097696023E-008
   7.8439951248476511E-002   4.8672963139921498E-008
   7.8752461014406694E-002   4.8682162575500724E-008
   7.9064970780336877E-002   4.8691366408083070E-008
   7.9377480546267074E-002   4.8700574641322185E-008
   7.9689990312197256E-002   4.8709787278876107E-008
   8.0002500078127439E-002   4.8719004324407182E-008
   8.0315009844057622E-002   4.8728225781582076E-008
   8.0627519609987805E-002   4.8737451654071844E-008
   8.0940029375918002E-002   4.8746681945551780E-008
   8.1252539141848185E-002   4.8755916659701681E-008
   8.1565048907778367E-002   4.8765155800205598E-008
   8.1877558673708550E-002   4.8774399370752074E-008
   8.2190068439638733E-002   4.8783647375033881E-008
   8.2502578205568916E-002   4.8792899816748306E-008
   8.2815087971499113E-002   4.8802156699596929E-008
   8.3127597737429296E-002   4.8811418027285797E-008
   8.3440107503359479E-002   4.8820683803525357E-008
   8.3752617269289661E-002   4.8829954032030504E-008
   8.4065127035219844E-002   4.8839228716520388E-008
   8.4377636801150027E-002   4.8848507860718711E-008
   8.4690146567080224E-002   4.8857791468353636E-008
   8.5002656333010407E-002   4.8867079543157712E-008
   8.5315166098940590E-002   4.8876372088867924E-008
   8.5627675864870773E-002   4.8885669109225774E-008
   8.5940185630800955E-002   4.8894970607977121E-008
   8.6252695396731152E-002   4.8904276588872420E-008
   8.6565205162661335E-002   4.8913587055666556E-008
   8.6877714928591518E-002   4.8922902012118715E-008
   8.7190224694521701E-002   4.8932221461992805E-008
   8.7502734460451884E-002   4.8941545409057230E-008
   8.7815244226382067E-002   4.8950873857084702E-008
   8.8127753992312263E-002   4.8960206809852597E-008
   8.8440263758242446E-002   4.8969544271142792E-008
   8.8752773524172629E-002   4.8978886244741569E-008
   8.9065283290102812E-002   4.8988232734439937E-008
   8.9377793056032995E-002   4.8997583744033274E-008
   8.9690302821963178E-002   4.9006939277321618E-008
   9.0002812587893374E-002   4.9016299338109393E-008
   9.0315322353823557E-002   4.9025663930205733E-008
   9.0627832119753740E-002   4.9035033057424303E-008
   9.0940341885683923E-002   4.9044406723583344E-008
   9.1252851651614106E-002   4.9053784932505600E-008
   9.1565361417544303E-002   4.9063167688018537E-008
   9.1877871183474485E-002   4.9072554993954096E-008
   9.2190380949404668E-002   4.9081946854148850E-008
   9.2502890715334851E-002   4.9091343272443965E-008
   9.2815400481265034E-002   4.9100744252685362E-008
   9.3127910247195217E-002   4.9110149798723329E-008
   9.3440420013125414E-002   4.9119559914412943E-008
   9.3752929779055597E-002   4.9128974603613950E-008
   9.4065439544985779E-002   4.9138393870190632E-008
   9.4377949310915962E-002   4.9147817718011978E-008
   9.4690459076846145E-002   4.9157246150951681E-008
   9.5002968842776328E-002   4.9166679172887987E-008
   9.5315478608706525E-002   4.9176116787703914E-008
   9.5627988374636708E-002   4.9185558999287092E-008
   9.5940498140566891E-002   4.9195005811529922E-008
   9.6253007906497073E-002   4.9204457228329356E-008
   9.6565517672427256E-002   4.9213913253587154E-008
   9.6878027438357439E-002   4.9223373891209778E-008
   9.7190537204287636E-002   4.9232839145108430E-008
   9.7503046970217819E-002   4.9242309019198923E-008
   9.7815556736148002E-002   4.9251783517401927E-008
   9.8128066502078184E-002   4.9261262643642765E-008
   9.8440576268008367E-002   4.9270746401851578E-008
   9.8753086033938564E-002   4.9280234795963257E-008
   9.9065595799868747E-002   4.9289727829917292E-008
   9.9378105565798930E-002   4.9299225507658152E-008
   9.9690615331729113E-002   4.9308727833134974E-008
  0.10000312509765930        4.9318234810301695E-008
  0.10031563486358948        4.9327746443117083E-008
  0.10062814462951968        4.9337262735544662E-008
  0.10094065439544986        4.9346783691552690E-008
  0.10125316416138004        4.9356309315114373E-008
  0.10156567392731022        4.9365839610207695E-008
  0.10187818369324041        4.9375374580815505E-008
  0.10219069345917059        4.9384914230925290E-008
  0.10250320322510079        4.9394458564529591E-008
  0.10281571299103097        4.9404007585625771E-008
  0.10312822275696115        4.9413561298215966E-008
  0.10344073252289133        4.9423119706307244E-008
  0.10375324228882152        4.9432682813911538E-008
  0.10406575205475171        4.9442250625045630E-008
  0.10437826182068190        4.9451823143731259E-008
  0.10469077158661208        4.9461400373994967E-008
  0.10500328135254226        4.9470982319868322E-008
  0.10531579111847245        4.9480568985387639E-008
  0.10562830088440263        4.9490160374594246E-008
  0.10594081065033283        4.9499756491534465E-008
  0.10625332041626301        4.9509357340259463E-008
  0.10656583018219319        4.9518962924825356E-008
  0.10687833994812337        4.9528573249293264E-008
  0.10719084971405356        4.9538188317729196E-008
  0.10750335947998374        4.9547808134204191E-008
  0.10781586924591394        4.9557432702794271E-008
  0.10812837901184412        4.9567062027580269E-008
  0.10844088877777430        4.9576696112648239E-008
  0.10875339854370449        4.9586334962089137E-008
  0.10906590830963467        4.9595978579998904E-008
  0.10937841807556486        4.9605626970478517E-008
  0.10969092784149505        4.9615280137633974E-008
  0.11000343760742523        4.9624938085576363E-008
  0.11031594737335541        4.9634600818421616E-008
  0.11062845713928560        4.9644268340290984E-008
  0.11094096690521578        4.9653940655310603E-008
  0.11125347667114598        4.9663617767611625E-008
  0.11156598643707616        4.9673299681330377E-008
  0.11187849620300634        4.9682986400608234E-008
  0.11219100596893652        4.9692677929591720E-008
  0.11250351573486671        4.9702374272432303E-008
  0.11281602550079689        4.9712075433286690E-008
  0.11312853526672709        4.9721781416316647E-008
  0.11344104503265727        4.9731492225689059E-008
  0.11375355479858745        4.9741207865575886E-008
  0.11406606456451764        4.9750928340154406E-008
  0.11437857433044782        4.9760653653606796E-008
  0.11469108409637802        4.9770383810120450E-008
  0.11500359386230820        4.9780118813888082E-008
  0.11531610362823838        4.9789858669107442E-008
  0.11562861339416856        4.9799603379981401E-008
  0.11594112316009875        4.9809352950718177E-008
  0.11625363292602893        4.9819107385530992E-008
  0.11656614269195913        4.9828866688638513E-008
  0.11687865245788931        4.9838630864264345E-008
  0.11719116222381949        4.9848399916637458E-008
  0.11750367198974968        4.9858173849992065E-008
  0.11781618175567986        4.9867952668567497E-008
  0.11812869152161004        4.9877736376608444E-008
  0.11844120128754024        4.9887524978364853E-008
  0.11875371105347042        4.9897318478091768E-008
  0.11906622081940060        4.9907116880049751E-008
  0.11937873058533079        4.9916920188504407E-008
  0.11969124035126097        4.9926728407726708E-008
  0.12000375011719117        4.9936541541993065E-008
  0.12031625988312135        4.9946359595584925E-008
  0.12062876964905153        4.9956182572789175E-008
  0.12094127941498171        4.9966010477898089E-008
  0.12125378918091190        4.9975843315209160E-008
  0.12156629894684208        4.9985681089025296E-008
  0.12187880871277228        4.9995523803654653E-008
  0.12219131847870246        5.0005371463410864E-008
  0.12250382824463264        5.0015224072612806E-008
  0.12281633801056283        5.0025081635584766E-008
  0.12312884777649301        5.0034944156656500E-008
  0.12344135754242319        5.0044811640162996E-008
  0.12375386730835339        5.0054684090444701E-008
  0.12406637707428357        5.0064561511847512E-008
  0.12437888684021375        5.0074443908722689E-008
  0.12469139660614394        5.0084331285426939E-008
  0.12500390637207412        5.0094223646322376E-008
  0.12531641613800432        5.0104120995776580E-008
  0.12562892590393449        5.0114023338162557E-008
  0.12594143566986468        5.0123930677858792E-008
  0.12625394543579488        5.0133843019249271E-008
  0.12656645520172505        5.0143760366723257E-008
  0.12687896496765524        5.0153682724675780E-008
  0.12719147473358541        5.0163610097507131E-008
  0.12750398449951561        5.0173542489623288E-008
  0.12781649426544578        5.0183479905435575E-008
  0.12812900403137598        5.0193422349360936E-008
  0.12844151379730617        5.0203369825821851E-008
  0.12875402356323634        5.0213322339246249E-008
  0.12906653332916654        5.0223279894067746E-008
  0.12937904309509671        5.0233242494725271E-008
  0.12969155286102690        5.0243210145663597E-008
  0.13000406262695710        5.0253182851332869E-008
  0.13031657239288727        5.0263160616188890E-008
  0.13062908215881747        5.0273143444693097E-008
  0.13094159192474764        5.0283131341312429E-008
  0.13125410169067783        5.0293124310519518E-008
  0.13156661145660803        5.0303122356792614E-008
  0.13187912122253820        5.0313125484615480E-008
  0.13219163098846839        5.0323133698477714E-008
  0.13250414075439856        5.0333147002874276E-008
  0.13281665052032876        5.0343165402306066E-008
  0.13312916028625893        5.0353188901279493E-008
  0.13344167005218913        5.0363217504306680E-008
  0.13375417981811932        5.0373251215905410E-008
  0.13406668958404949        5.0383290040599164E-008
  0.13437919934997969        5.0393333982917186E-008
  0.13469170911590986        5.0403383047394317E-008
  0.13500421888184005        5.0413437238571243E-008
  0.13531672864777025        5.0423496560994342E-008
  0.13562923841370042        5.0433561019215540E-008
  0.13594174817963062        5.0443630617792817E-008
  0.13625425794556079        5.0453705361289693E-008
  0.13656676771149098        5.0463785254275527E-008
  0.13687927747742115        5.0473870301325523E-008
  0.13719178724335135        5.0483960507020559E-008
  0.13750429700928155        5.0494055875947307E-008
  0.13781680677521171        5.0504156412698371E-008
  0.13812931654114191        5.0514262121872009E-008
  0.13844182630707208        5.0524373008072448E-008
  0.13875433607300228        5.0534489075909566E-008
  0.13906684583893247        5.0544610329999267E-008
  0.13937935560486264        5.0554736774963215E-008
  0.13969186537079284        5.0564868415428964E-008
  0.14000437513672301        5.0575005256029909E-008
  0.14031688490265321        5.0585147301405381E-008
  0.14062939466858340        5.0595294556200484E-008
  0.14094190443451357        5.0605447025066420E-008
  0.14125441420044377        5.0615604712660105E-008
  0.14156692396637394        5.0625767623644446E-008
  0.14187943373230413        5.0635935762688292E-008
  0.14219194349823430        5.0646109134466408E-008
  0.14250445326416450        5.0656287743659593E-008
  0.14281696303009470        5.0666471594954407E-008
  0.14312947279602486        5.0676660693043650E-008
  0.14344198256195506        5.0686855042625874E-008
  0.14375449232788523        5.0697054648405684E-008
  0.14406700209381543        5.0707259515093770E-008
  0.14437951185974562        5.0717469647406754E-008
  0.14469202162567579        5.0727685050067216E-008
  0.14500453139160599        5.0737905727803796E-008
  0.14531704115753616        5.0748131685351296E-008
  0.14562955092346636        5.0758362927450414E-008
  0.14594206068939655        5.0768599458847982E-008
  0.14625457045532672        5.0778841284296901E-008
  0.14656708022125692        5.0789088408556059E-008
  0.14687958998718709        5.0799340836390593E-008
  0.14719209975311728        5.0809598572571628E-008
  0.14750460951904745        5.0819861621876343E-008
  0.14781711928497765        5.0830129989088165E-008
  0.14812962905090785        5.0840403678996543E-008
  0.14844213881683802        5.0850682696397152E-008
  0.14875464858276821        5.0860967046091735E-008
  0.14906715834869838        5.0871256732888271E-008
  0.14937966811462858        5.0881551761600858E-008
  0.14969217788055877        5.0891852137049728E-008
  0.15000468764648894        5.0902157864061455E-008
  0.15031719741241914        5.0912468947468678E-008
  0.15062970717834931        5.0922785392110219E-008
  0.15094221694427951        5.0933107202831225E-008
  0.15125472671020970        5.0943434384483026E-008
  0.15156723647613987        5.0953766941923195E-008
  0.15187974624207007        5.0964104880015562E-008
  0.15219225600800024        5.0974448203630202E-008
  0.15250476577393043        5.0984796917643510E-008
  0.15281727553986060        5.0995151026938056E-008
  0.15312978530579080        5.1005510536402873E-008
  0.15344229507172100        5.1015875450933158E-008
  0.15375480483765117        5.1026245775430392E-008
  0.15406731460358136        5.1036621514802476E-008
  0.15437982436951153        5.1047002673963696E-008
  0.15469233413544173        5.1057389257834546E-008
  0.15500484390137192        5.1067781271341900E-008
  0.15531735366730209        5.1078178719419089E-008
  0.15562986343323229        5.1088581607005784E-008
  0.15594237319916246        5.1098989939047943E-008
  0.15625488296509266        5.1109403720498107E-008
  0.15656739273102285        5.1119822956315107E-008
  0.15687990249695302        5.1130247651464135E-008
  0.15719241226288322        5.1140677810916939E-008
  0.15750492202881339        5.1151113439651636E-008
  0.15781743179474358        5.1161554542652844E-008
  0.15812994156067375        5.1172001124911638E-008
  0.15844245132660395        5.1182453191425532E-008
  0.15875496109253415        5.1192910747198493E-008
  0.15906747085846432        5.1203373797241077E-008
  0.15937998062439451        5.1213842346570367E-008
  0.15969249039032468        5.1224316400209777E-008
  0.16000500015625488        5.1234795963189380E-008
  0.16031750992218508        5.1245281040545853E-008
  0.16063001968811524        5.1255771637322302E-008
  0.16094252945404544        5.1266267758568429E-008
  0.16125503921997561        5.1276769409340549E-008
  0.16156754898590581        5.1287276594701524E-008
  0.16188005875183600        5.1297789319720801E-008
  0.16219256851776617        5.1308307589474448E-008
  0.16250507828369637        5.1318831409045293E-008
  0.16281758804962654        5.1329360783522362E-008
  0.16313009781555673        5.1339895718001803E-008
  0.16344260758148690        5.1350436217586194E-008
  0.16375511734741710        5.1360982287384773E-008
  0.16406762711334730        5.1371533932513519E-008
  0.16438013687927747        5.1382091158095023E-008
  0.16469264664520766        5.1392653969258585E-008
  0.16500515641113783        5.1403222371140249E-008
  0.16531766617706803        5.1413796368882770E-008
  0.16563017594299823        5.1424375967635657E-008
  0.16594268570892839        5.1434961172554999E-008
  0.16625519547485859        5.1445551988803845E-008
  0.16656770524078876        5.1456148421551869E-008
  0.16688021500671896        5.1466750475975646E-008
  0.16719272477264915        5.1477358157258436E-008
  0.16750523453857932        5.1487971470590282E-008
  0.16781774430450952        5.1498590421168120E-008
  0.16813025407043969        5.1509215014195677E-008
  0.16844276383636989        5.1519845254883445E-008
  0.16875527360230005        5.1530481148448933E-008
  0.16906778336823025        5.1541122700116264E-008
  0.16938029313416045        5.1551769915116615E-008
  0.16969280290009062        5.1562422798687937E-008
  0.17000531266602081        5.1573081356075192E-008
  0.17031782243195098        5.1583745592530081E-008
  0.17063033219788118        5.1594415513311378E-008
  0.17094284196381138        5.1605091123684681E-008
  0.17125535172974155        5.1615772428922566E-008
  0.17156786149567174        5.1626459434304609E-008
  0.17188037126160191        5.1637152145117162E-008
  0.17219288102753211        5.1647850566653738E-008
  0.17250539079346230        5.1658554704214778E-008
  0.17281790055939247        5.1669264563107731E-008
  0.17313041032532267        5.1679980148647047E-008
  0.17344292009125284        5.1690701466154124E-008
  0.17375542985718304        5.1701428520957521E-008
  0.17406793962311320        5.1712161318392771E-008
  0.17438044938904340        5.1722899863802450E-008
  0.17469295915497360        5.1733644162536343E-008
  0.17500546892090377        5.1744394219951014E-008
  0.17531797868683396        5.1755150041410406E-008
  0.17563048845276413        5.1765911632285468E-008
  0.17594299821869433        5.1776678997954231E-008
  0.17625550798462453        5.1787452143801913E-008
  0.17656801775055470        5.1798231075220889E-008
  0.17688052751648489        5.1809015797610612E-008
  0.17719303728241506        5.1819806316377759E-008
  0.17750554704834526        5.1830602636936141E-008
  0.17781805681427545        5.1841404764706887E-008
  0.17813056658020562        5.1852212705118084E-008
  0.17844307634613582        5.1863026463605267E-008
  0.17875558611206599        5.1873846045611092E-008
  0.17906809587799619        5.1884671456585482E-008
  0.17938060564392636        5.1895502701985639E-008
  0.17969311540985655        5.1906339787275958E-008
  0.18000562517578675        5.1917182717928198E-008
  0.18031813494171692        5.1928031499421300E-008
  0.18063064470764711        5.1938886137241654E-008
  0.18094315447357728        5.1949746636882886E-008
  0.18125566423950748        5.1960613003845864E-008
  0.18156817400543768        5.1971485243638964E-008
  0.18188068377136785        5.1982363361777779E-008
  0.18219319353729804        5.1993247363785375E-008
  0.18250570330322821        5.2004137255192135E-008
  0.18281821306915841        5.2015033041535829E-008
  0.18313072283508861        5.2025934728361690E-008
